tree_species,avg_temperature,annual_rainfall,elevation,soil_type,soil_moisture,humidity
Blue Pine,24.714480710104766,1416.6745701849695,2634.548134990252,1,51.35881402538739,80.79769265687187
Blue Pine,25.037300115040516,998.6499906313131,2406.671483695035,1,36.625266097018724,46.820296897416526
Blue Pine,7.484471929065274,1431.9297539125625,2658.7610288381325,1,46.58698751466767,21.147618693134707
Blue Pine,14.548829451645739,1216.8804607555023,3434.337217118726,1,12.200469584556021,7.325565712175937
Blue Pine,30.04102066580606,1285.312287332881,3238.5146554363428,1,7.781728856246776,26.98710192089674
Blue Pine,13.317406094651068,1439.0591255322001,2588.905698664606,1,36.18412408846046,41.56357188551674
Blue Pine,-3.6819315870422304,1362.5820142566947,2649.3311453274496,1,-5.315317928446909,23.685958102908074
Blue Pine,25.06942115767652,1281.4187322421658,2450.324358981415,1,16.886409153880074,32.35163110126967
Blue Pine,14.688229134526518,978.674106317849,3213.52613759255,1,57.18728217953914,41.225346512709606
Blue Pine,0.847437706588849,971.867474115384,2645.8155584635947,1,15.104934984960856,48.3112857027994
Blue Pine,6.029266229930084,1395.7300574809867,1940.1346297855594,1,29.317456866158285,51.01721407218118
Blue Pine,19.913867118724976,1643.5613014747069,2864.7226562263463,1,52.92443912519724,84.44977609889717
Blue Pine,4.882385412818883,659.3159248745192,2313.4244938642883,1,15.360659237114657,55.83544540124936
Blue Pine,14.17219617700055,1346.5506858626504,3396.2355663213875,1,11.44771085093106,72.20908882632028
Blue Pine,5.96304027592595,767.6967260680257,2299.8302453049246,1,38.11843185925148,66.06272008376803
Blue Pine,18.947834201493997,929.204399764227,2568.771352955364,1,42.79231414600315,39.88551457577137
Blue Pine,15.090419056308633,1509.6714571742573,1983.2539850666915,1,27.704256591574367,44.77448236823215
Blue Pine,-3.4631696528791966,850.4764994932235,3168.3247472826893,1,36.644572490453506,69.76781637546918
Blue Pine,15.978976734694669,1760.5381808497261,2878.2829690498393,1,32.76652882533239,90.14409079320285
Blue Pine,10.743841734966917,766.071933197418,3096.2922213320235,1,26.45899515707557,53.84937083607973
Blue Pine,-3.228074857946851,959.0268181554436,3220.052749736902,1,58.033172764440394,65.81684882153263
Blue Pine,-7.8818346430084105,867.0957901100605,3361.540454730142,1,35.97963766343506,16.412453358163255
Blue Pine,-25.41310828777852,915.5295036968878,2578.434602695247,1,9.891589291078457,49.67039422055708
Blue Pine,14.121335391543258,955.8423465610346,2269.9698573228425,1,35.386747089498485,70.06071756685074
Blue Pine,24.27289737883853,981.2402223948011,2438.1663847929744,1,44.38597600427985,45.71877013847141
Blue Pine,15.68348581318255,486.21189681660235,2076.6227331732307,1,2.6499502777256474,48.29671116240494
Blue Pine,10.817738220653347,889.9008345641741,3153.3791470515575,1,18.421262959595246,37.828277037775955
Blue Pine,15.634017007886742,1662.4935125264851,2561.62677963744,1,18.589090499593603,24.08250661844377
Blue Pine,11.846475065554731,1431.9305360173628,2275.5893805746155,1,21.369047883661956,60.536443636719966
Blue Pine,20.72325750206749,1501.5058916894584,1631.3738093988604,1,18.978279065147447,35.67908582401983
Blue Pine,5.39275754309808,1547.4008356056827,2275.713599081657,1,25.715097245324813,21.124604020837673
Blue Pine,10.561890862540196,1512.7842900774149,2597.1724328634177,1,-17.548566943661882,47.11697439289959
Blue Pine,-13.101467444823975,1036.2737091295278,2184.473186964764,1,36.858616665407105,29.362610746403274
Chir Pine,4.620859384047208,1493.857846608587,2001.458643006942,3,33.318773619907155,34.610633860617284
Chir Pine,7.0125931922126625,1471.0659564023117,1175.0045920922494,3,45.23503828267066,85.26845097903822
Chir Pine,10.79590715914561,1620.8252777708624,1601.482624012716,3,55.98096996436288,34.49952424546318
Chir Pine,14.994225235942235,2106.287299449613,1676.5060322410309,3,25.406943339118428,70.82316891439979
Chir Pine,30.430913561431232,865.0160912706945,988.446907990034,3,-2.828219699472818,33.847595313336306
Chir Pine,16.573692531508158,1086.073222709717,1036.3783004143936,3,53.7528610552138,46.413814810356406
Chir Pine,19.068746084796107,1443.811523484823,606.2245672157535,3,44.875164577547736,12.796111296679783
Chir Pine,43.19080170815861,927.4497481564513,2239.759404953881,3,35.151487788368584,52.767746574812755
Chir Pine,31.836226379814402,430.2508553332302,407.672664878619,3,17.04921116731808,71.49031105229176
Chir Pine,6.5084962512558135,1303.7064172475891,1827.1175351049117,3,46.50800067736195,42.51970131961854
Chir Pine,14.601770553883318,384.8260027708898,1178.2624256433485,3,12.03478582004145,80.35343981987975
Chir Pine,17.805790794327823,998.5460903281369,1897.2722774687186,3,34.760321673266745,42.54337723593741
Chir Pine,15.893307685407878,870.3079592164511,1335.3367693126963,3,6.4425596732932,37.29371979709456
Chir Pine,-3.4811417139802323,1525.1246201957867,586.92645932158,3,6.7091771838681,60.55826665043023
Chir Pine,17.110318283082858,1323.6746971867935,1831.1885138595849,3,49.25597456640426,51.81650040226999
Chir Pine,29.1389659284725,1237.6720478233456,2411.55357217033,3,18.96922160756021,52.684186153545596
Chir Pine,7.029586703038454,1397.270719454636,626.5835986034022,3,56.89433220458595,69.97295628705524
Chir Pine,14.540648106397281,1739.7190695217832,1944.035270048487,3,28.96326004108635,70.57017402349507
Chir Pine,21.23153998422248,977.2003684166089,939.8406175039165,3,22.19818615634243,80.07594927081068
Chir Pine,36.805294611712114,906.2735380713906,775.853082601774,3,47.76825118332178,39.95791122387087
Chir Pine,13.20249938752359,1032.3846811836647,520.6989481004105,3,38.61967207180125,29.18384410036574
Chir Pine,26.32218025954718,1669.1791847882512,1198.26624273993,3,38.24027408519021,79.97306166658689
Chir Pine,37.75243770315294,1565.669754266351,1766.6579713915312,3,16.03030755823749,64.56092854696794
Chir Pine,3.5335199038451925,1287.4356352746224,1927.4276187381993,3,12.305310158927778,96.18536346921394
Chir Pine,26.55864450663191,1315.018220855435,1868.5266565793559,3,-10.735287566085894,49.400035371568435
Chir Pine,26.78500850942666,2192.1265401556057,737.8383192397753,3,30.84608231541978,74.6952835113166
Chir Pine,10.665344320970048,1305.3108201469438,749.5039916575474,3,33.47184288458408,53.91597810913946
Chir Pine,24.03169961561743,1463.3518039733551,633.8066179874593,3,19.60610357863318,50.0272056054088
Chir Pine,1.8616785169343792,991.6113773919596,878.5706414880856,3,2.824344235044993,46.342940291025286
Chir Pine,21.202954640848255,1487.145782259175,1754.7799809366293,3,23.108357663401755,73.48342425372283
Chir Pine,29.029564191898302,1076.850757704227,1501.8145505903333,3,37.51624127696117,43.31591540152489
Chir Pine,32.66085393581844,2191.7855696788392,1136.3942389458753,3,15.862995430213122,25.71731753164826
Chir Pine,32.11498258097785,1906.157342939458,1135.6020897055873,3,26.797582329681912,87.57899825661605
Chir Pine,32.11795635912102,924.5980139964353,1393.3297252745303,3,6.1358447234500275,28.491339464940832
Chir Pine,20.64720758546004,710.8923312651242,958.7078391264965,3,49.557909908996265,97.03209768316869
Chir Pine,42.21294090869647,964.6805300529139,947.8237412938778,3,44.05182217862681,51.92866226254281
Chir Pine,1.4537364189989042,1638.8126388100545,1430.0194346063379,3,58.51179898139341,10.83326056581408
Chir Pine,23.125551185094942,1072.871415192732,1510.9948687373792,3,15.62102156242587,53.6847489770793
Chir Pine,7.8945652530560135,1679.5232732506388,1665.7923023005985,3,17.464875095601037,53.78590391753062
Chir Pine,32.38050826249621,1562.4406021898799,2306.9974286251054,3,27.674008448792055,74.20049316056064
Chir Pine,6.833821616459495,1436.7170591150343,1568.1978371943276,3,39.415980080171934,69.06665480641519
Chir Pine,19.325752937699868,816.9914912806983,2166.4638505024036,3,58.78573689652151,66.93022867896035
Chir Pine,25.876309257984477,983.8105983725998,1588.9303025239892,3,29.498590262118846,14.593811289748388
Chir Pine,28.95353052382231,1961.4872210022072,1524.2422318086997,3,36.06004475056476,66.77308008536781
Chir Pine,27.36103817021846,1477.5242373843862,990.1832723612922,3,61.18840951130349,59.26960554683512
Chir Pine,13.872148685668503,1144.9600837108455,920.9997939619998,3,37.793083704632764,52.90480026980274
Chir Pine,24.060731133413213,1558.6648049372575,1698.5964432446995,3,26.52795632428167,25.33224303299677
Chir Pine,17.42192095248827,1105.3695783159294,0.0,3,36.36350246286625,35.980655568244615
Chir Pine,19.241890734689907,1184.0389520499698,1125.4352103756028,3,10.932178589376882,56.27573042243713
Chir Pine,1.2651016371080708,476.8930558368444,1012.5133485179646,3,12.476331128804969,17.41179041832067
Chir Pine,18.616974950722707,1092.3578695347223,1780.9841717406339,3,45.54246092428952,26.500320884452087
Chir Pine,27.42384568967311,1204.3648602240437,507.31927141311417,3,36.76695550370984,19.173731270700856
Chir Pine,21.204842887083437,1313.2602150296484,1501.652638467357,3,46.470945656917635,79.73096272959515
Chir Pine,26.992131178621616,968.3528521480297,1182.231621441188,3,19.59734844777021,63.07234041730759
Chir Pine,23.18437017012847,918.0961143852296,1292.670422125284,3,28.284900464528928,79.05017954559632
Chir Pine,1.1168608418148445,1975.4228075556834,2279.407509677998,3,35.75112222385091,25.811897045083086
Chir Pine,17.114867003835563,1462.1302871242503,1906.32823169427,3,39.30650659588695,61.87306266102221
Chir Pine,20.77683244890235,1914.5587446574646,365.01627001327586,3,21.66240728403264,61.78054138737155
Chir Pine,22.43701985172537,941.3989127724708,1074.9096416459313,3,27.412182206180113,46.462994007567616
Chir Pine,10.38694514733244,1348.2477846492131,1105.4877983585159,3,46.26145475700083,43.03146656180306
Chir Pine,10.640501828399701,1513.7893403063038,962.7943832039623,3,33.8030776766229,67.29494023098849
Chir Pine,18.401480191570638,2252.7556730505335,2080.605697881341,3,22.764619290551856,38.95667788321177
Chir Pine,18.87357908774036,1063.741799855786,1312.2756224062573,3,22.837373906534957,64.34341843181573
Chir Pine,0.05218170867699001,494.3627927486481,886.1651511860142,3,-2.283924738890917,84.01080340203521
Chir Pine,17.513417052468284,1671.7310388516053,1358.2041425343427,3,55.89180663020423,26.893908282282673
Chir Pine,25.014237562203583,1189.6359635134984,750.722837719385,3,35.89580032509065,56.308834162380926
Chir Pine,9.803876004959047,1918.7670941638912,1405.186496819068,3,15.850328560250677,47.831112963881836
Chir Pine,15.01883460290423,1607.141681672691,752.6327806694553,3,71.82482132842799,49.23951762309172
Chir Pine,21.104154583301856,1187.3386511254246,676.9554575274227,3,10.488737846423998,51.47085901619717
Chir Pine,14.95982457647472,1003.5635827706958,461.5343813676875,3,33.13216971197187,-0.9008264416504517
Chir Pine,9.637099177400636,445.7499761270859,575.5752103280694,3,39.6814225113755,78.20922885879524
Chir Pine,20.87064360571484,1818.1021316209885,1298.2877548639474,3,44.19857714703925,64.43490209017183
