Region,Year,Rainfall,Air_Temp,Humidity,Wind_Speed,LST,Soil_Moisture,Elevation,Soil_Type,NDVI,EVI,EarthData_Source,Forest_Loss_HA,Forest_Loss_Risk,Reforestation_Suitability
Abbottabad,2023,1526.3199999999986,18.61082191780822,64.28630136986303,2.8,18.61082191780822,32.14315068493151,1000,1,-0.176,-0.114,Abbottabad_2023.tif,103.25021909013877,0.20650043818027755,1
Nathia Gali,2021,1914.8600000000001,18.892109589041095,59.64295890410956,3.05,18.892109589041095,29.82147945205478,1000,1,-0.219,-0.142,Nathia_Gali_2021.tif,101.77314843012084,0.20354629686024167,1
Nathia Gali,2022,1603.629999999999,19.19210958904109,61.42246575342464,3.15,19.19210958904109,30.71123287671232,1000,1,0.04,0.026,Nathia_Gali_2022.tif,337.2450522478625,0.674490104495725,0
Nathia Gali,2023,1526.3199999999986,18.61082191780822,64.28630136986303,2.8,18.61082191780822,32.14315068493151,1000,1,-0.246,-0.16,Nathia_Gali_2023.tif,330.9001619561349,0.6618003239122698,0
Dunga Gali,2021,1914.8600000000001,18.892109589041095,59.64295890410956,3.05,18.892109589041095,29.82147945205478,1000,1,0.47,0.305,Dunga_Gali_2021.tif,130.56918383255604,0.26113836766511206,1
Dunga Gali,2022,1603.629999999999,19.19210958904109,61.42246575342464,3.15,19.19210958904109,30.71123287671232,1000,1,0.292,0.19,Dunga_Gali_2022.tif,452.9341214666771,0.9058682429333542,0
Dunga Gali,2023,1526.3199999999986,18.61082191780822,64.28630136986303,2.8,18.61082191780822,32.14315068493151,1000,1,-0.083,-0.054,Dunga_Gali_2023.tif,243.13202135623746,0.4862640427124749,0
Khanspur,2021,1914.8600000000001,18.892109589041095,59.64295890410956,3.05,18.892109589041095,29.82147945205478,1000,1,-0.065,-0.042,Khanspur_2021.tif,200.07091946406265,0.4001418389281253,0
Khanspur,2022,1603.629999999999,19.19210958904109,61.42246575342464,3.15,19.19210958904109,30.71123287671232,1000,1,-0.114,-0.074,Khanspur_2022.tif,592.9784390204799,1.0,0
Khanspur,2023,1526.3199999999986,18.61082191780822,64.28630136986303,2.8,18.61082191780822,32.14315068493151,1000,1,0.076,0.049,Khanspur_2023.tif,96.85641431351434,0.19371282862702868,1
Thandiani,2021,1914.8600000000001,18.892109589041095,59.64295890410956,3.05,18.892109589041095,29.82147945205478,1000,1,-0.289,-0.188,Thandiani_2021.tif,227.35391262843842,0.45470782525687686,0
Thandiani,2022,1603.629999999999,19.19210958904109,61.42246575342464,3.15,19.19210958904109,30.71123287671232,1000,1,-0.271,-0.176,Thandiani_2022.tif,508.8716533960288,1.0,0
Thandiani,2023,1526.3199999999986,18.61082191780822,64.28630136986303,2.8,18.61082191780822,32.14315068493151,1000,1,-0.035,-0.023,Thandiani_2023.tif,491.43464910351724,0.9828692982070345,0
Ghora Dhaka,2021,1914.8600000000001,18.892109589041095,59.64295890410956,3.05,18.892109589041095,29.82147945205478,1000,1,0.038,0.025,Ghora_Dhaka_2021.tif,347.3679501137324,0.6947359002274648,0
Ghora Dhaka,2022,1603.629999999999,19.19210958904109,61.42246575342464,3.15,19.19210958904109,30.71123287671232,1000,1,0.179,0.116,Ghora_Dhaka_2022.tif,352.38619920493755,0.7047723984098752,0
Ghora Dhaka,2023,1526.3199999999986,18.61082191780822,64.28630136986303,2.8,18.61082191780822,32.14315068493151,1000,1,-0.398,-0.259,Ghora_Dhaka_2023.tif,362.9697136569085,0.725939427313817,0
Ayubia,2021,1914.8600000000001,18.892109589041095,59.64295890410956,3.05,18.892109589041095,29.82147945205478,1000,1,0.139,0.09,Ayubia_2021.tif,228.3181363935432,0.4566362727870864,0
Ayubia,2022,1603.629999999999,19.19210958904109,61.42246575342464,3.15,19.19210958904109,30.71123287671232,1000,1,0.246,0.16,Ayubia_2022.tif,289.7399754650605,0.5794799509301211,0
Ayubia,2023,1526.3199999999986,18.61082191780822,64.28630136986303,2.8,18.61082191780822,32.14315068493151,1000,1,-0.204,-0.133,Ayubia_2023.tif,470.9807704984219,0.9419615409968438,0
Sherwan,2021,1914.8600000000001,18.892109589041095,59.64295890410956,3.05,18.892109589041095,29.82147945205478,1000,1,-0.008,-0.005,Sherwan_2021.tif,411.8553902005688,0.8237107804011377,0
Sherwan,2022,1603.629999999999,19.19210958904109,61.42246575342464,3.15,19.19210958904109,30.71123287671232,1000,1,-0.312,-0.203,Sherwan_2022.tif,593.3330938328113,1.0,0
Sherwan,2023,1526.3199999999986,18.61082191780822,64.28630136986303,2.8,18.61082191780822,32.14315068493151,1000,1,-0.333,-0.216,Sherwan_2023.tif,50.56815042738595,0.1011363008547719,1
Makhniyal,2021,1914.8600000000001,18.892109589041095,59.64295890410956,3.05,18.892109589041095,29.82147945205478,1000,1,-0.388,-0.252,Makhniyal_2021.tif,188.44001029743555,0.3768800205948711,0
Makhniyal,2022,1603.629999999999,19.19210958904109,61.42246575342464,3.15,19.19210958904109,30.71123287671232,1000,1,0.038,0.025,Makhniyal_2022.tif,507.32926317318964,1.0,0
Makhniyal,2023,1526.3199999999986,18.61082191780822,64.28630136986303,2.8,18.61082191780822,32.14315068493151,1000,1,-0.244,-0.159,Makhniyal_2023.tif,486.4134763255559,0.9728269526511119,0
Peshawar,2021,1075.6000000000004,19.58498630136986,52.464465753424655,6.67,19.58498630136986,26.232232876712327,1000,1,-0.152,-0.099,Peshawar_2021.tif,581.3418135653591,1.0,0
Peshawar,2022,954.3599999999997,19.767698630136984,54.70849315068498,5.77,19.767698630136984,27.35424657534249,1000,1,-0.372,-0.242,Peshawar_2022.tif,418.0219022902392,0.8360438045804784,0
Peshawar,2023,738.4500000000004,19.74317808219176,53.51353424657535,5.1,19.74317808219176,26.756767123287673,1000,1,-0.404,-0.263,Peshawar_2023.tif,82.72955353546135,0.1654591070709227,1
Mardan,2021,1358.2199999999993,22.048958904109607,55.000986301369885,5.56,22.048958904109607,27.500493150684942,1000,1,0.44,0.286,Mardan_2021.tif,469.23125785878216,0.9384625157175643,0
Mardan,2022,1164.79,22.349150684931487,56.83564383561642,3.57,22.349150684931487,28.41782191780821,1000,1,-0.573,-0.372,Mardan_2022.tif,458.57505856347825,0.9171501171269565,0
Mardan,2023,1054.8200000000002,21.89315068493152,58.3455342465753,3.46,21.89315068493152,29.17276712328765,1000,1,-0.202,-0.131,Mardan_2023.tif,561.6812479724415,1.0,0
Kohat,2021,1096.7700000000002,21.126410958904106,51.7873424657534,7.44,21.126410958904106,25.8936712328767,1000,1,0.194,0.126,Kohat_2021.tif,405.51202729786263,0.8110240545957252,0
Kohat,2022,939.9799999999994,21.22849315068494,54.85726027397261,5.13,21.22849315068494,27.428630136986303,1000,1,0.143,0.093,Kohat_2022.tif,598.6823686002384,1.0,0
Kohat,2023,688.3899999999998,21.26394520547945,52.68449315068487,3.41,21.26394520547945,26.342246575342436,1000,1,0.134,0.087,Kohat_2023.tif,437.4245331079178,0.8748490662158356,0
Galyat & Hazara Forest Belt,2021,1914.8600000000001,18.892109589041095,59.64295890410956,3.05,18.892109589041095,29.82147945205478,1000,1,-0.102,-0.066,Galyat___Hazara_Forest_Belt_2021.tif,91.52301594245894,0.1830460318849179,1
Galyat & Hazara Forest Belt,2022,1603.629999999999,19.19210958904109,61.42246575342464,3.15,19.19210958904109,30.71123287671232,1000,1,-0.216,-0.14,Galyat___Hazara_Forest_Belt_2022.tif,429.93933685453135,0.8598786737090627,0
Galyat & Hazara Forest Belt,2023,1526.3199999999986,18.61082191780822,64.28630136986303,2.8,18.61082191780822,32.14315068493151,1000,1,-0.036,-0.023,Galyat___Hazara_Forest_Belt_2023.tif,441.7774424076854,0.8835548848153708,0
Mansehra,2021,1365.7099999999996,15.679205479452055,59.70076712328772,2.36,15.679205479452055,29.85038356164386,1000,1,-0.292,-0.19,Mansehra_2021.tif,257.78882838385266,0.5155776567677053,0
Mansehra,2022,1233.8099999999993,16.220931506849322,60.4831780821918,2.44,16.220931506849322,30.2415890410959,1000,1,0.282,0.183,Mansehra_2022.tif,164.92652465352774,0.32985304930705545,0
Mansehra,2023,1235.27,15.677068493150676,63.54093150684934,2.34,15.677068493150676,31.77046575342467,1000,1,0.153,0.099,Mansehra_2023.tif,119.44197741913983,0.23888395483827968,1
Balakot,2021,1365.7099999999996,15.679205479452055,59.70076712328772,2.36,15.679205479452055,29.85038356164386,1000,1,0.27,0.176,Balakot_2021.tif,458.0559699872,0.9161119399744,0
Balakot,2022,1233.8099999999993,16.220931506849322,60.4831780821918,2.44,16.220931506849322,30.2415890410959,1000,1,0.252,0.164,Balakot_2022.tif,589.0778764327755,1.0,0
Balakot,2023,1235.27,15.677068493150676,63.54093150684934,2.34,15.677068493150676,31.77046575342467,1000,1,0.106,0.069,Balakot_2023.tif,161.21434734143418,0.32242869468286833,0
Mahandri,2021,1365.7099999999996,15.679205479452055,59.70076712328772,2.36,15.679205479452055,29.85038356164386,1000,1,-0.299,-0.194,Mahandri_2021.tif,349.88898911763255,0.6997779782352651,0
Mahandri,2022,1233.8099999999993,16.220931506849322,60.4831780821918,2.44,16.220931506849322,30.2415890410959,1000,1,0.004,0.003,Mahandri_2022.tif,317.96112354522995,0.6359222470904599,0
Mahandri,2023,1235.27,15.677068493150676,63.54093150684934,2.34,15.677068493150676,31.77046575342467,1000,1,0.242,0.157,Mahandri_2023.tif,527.0494605696736,1.0,0
Paras,2021,1365.7099999999996,15.679205479452055,59.70076712328772,2.36,15.679205479452055,29.85038356164386,1000,1,0.047,0.031,Paras_2021.tif,268.3348066729792,0.5366696133459584,0
Paras,2022,1233.8099999999993,16.220931506849322,60.4831780821918,2.44,16.220931506849322,30.2415890410959,1000,1,-0.162,-0.105,Paras_2022.tif,317.9891967005718,0.6359783934011436,0
Paras,2023,1235.27,15.677068493150676,63.54093150684934,2.34,15.677068493150676,31.77046575342467,1000,1,0.371,0.241,Paras_2023.tif,544.5481252408797,1.0,0
Shinu,2021,1472.309999999999,10.369479452054792,64.25682191780815,2.45,10.369479452054792,32.12841095890408,1000,1,0.367,0.239,Shinu_2021.tif,151.94727486083147,0.30389454972166297,0
Shinu,2022,1328.769999999999,11.019643835616437,64.27547945205485,2.17,11.019643835616437,32.13773972602743,1000,1,0.0,0.0,Shinu_2022.tif,106.89153314164909,0.21378306628329818,0
Shinu,2023,1375.3500000000001,10.529945205479445,67.41904109589046,2.04,10.529945205479445,33.70952054794523,1000,1,0.273,0.177,Shinu_2023.tif,108.7676247096537,0.2175352494193074,0
Jared,2021,1472.309999999999,10.369479452054792,64.25682191780815,2.45,10.369479452054792,32.12841095890408,1000,1,0.421,0.274,Jared_2021.tif,343.2594299514963,0.6865188599029927,0
Jared,2022,1328.769999999999,11.019643835616437,64.27547945205485,2.17,11.019643835616437,32.13773972602743,1000,1,-0.41,-0.267,Jared_2022.tif,426.1083260917229,0.8522166521834458,0
Jared,2023,1375.3500000000001,10.529945205479445,67.41904109589046,2.04,10.529945205479445,33.70952054794523,1000,1,0.232,0.151,Jared_2023.tif,394.5735189925722,0.7891470379851444,0
Naran,2021,998.7399999999998,-0.05238356164383596,72.67506849315063,5.39,-0.05238356164383596,36.337534246575316,1000,1,0.008,0.005,Naran_2021.tif,483.26740088488026,0.9665348017697605,0
Naran,2022,966.5499999999996,0.41972602739726056,74.78452054794522,3.55,0.41972602739726056,37.39226027397261,1000,1,0.181,0.118,Naran_2022.tif,202.3644588778949,0.4047289177557898,0
Naran,2023,981.0999999999999,0.8321369863013688,74.15863013698625,4.97,0.8321369863013688,37.07931506849312,1000,1,-0.357,-0.232,Naran_2023.tif,233.0106402215768,0.4660212804431536,0
Shinkiari (Siran forest belt),2021,1365.7099999999996,15.679205479452055,59.70076712328772,2.36,15.679205479452055,29.85038356164386,1000,1,0.136,0.088,Shinkiari__Siran_forest_belt__2021.tif,77.87816797302852,0.15575633594605706,1
Shinkiari (Siran forest belt),2022,1233.8099999999993,16.220931506849322,60.4831780821918,2.44,16.220931506849322,30.2415890410959,1000,1,-0.165,-0.107,Shinkiari__Siran_forest_belt__2022.tif,387.32697336432517,0.7746539467286503,0
Shinkiari (Siran forest belt),2023,1235.27,15.677068493150676,63.54093150684934,2.34,15.677068493150676,31.77046575342467,1000,1,0.304,0.198,Shinkiari__Siran_forest_belt__2023.tif,178.33851112288758,0.3566770222457752,0
Kaghan–Mansehra–Siran Forest Zone,2021,1472.309999999999,10.369479452054792,64.25682191780815,2.45,10.369479452054792,32.12841095890408,1000,1,0.42,0.273,Kaghan_Mansehra_Siran_Forest_Zone_2021.tif,542.7247069746013,1.0,0
Kaghan–Mansehra–Siran Forest Zone,2022,1328.769999999999,11.019643835616437,64.27547945205485,2.17,11.019643835616437,32.13773972602743,1000,1,0.474,0.308,Kaghan_Mansehra_Siran_Forest_Zone_2022.tif,284.55037532882,0.56910075065764,0
Kaghan–Mansehra–Siran Forest Zone,2023,1375.3500000000001,10.529945205479445,67.41904109589046,2.04,10.529945205479445,33.70952054794523,1000,1,0.403,0.262,Kaghan_Mansehra_Siran_Forest_Zone_2023.tif,369.3924152853949,0.7387848305707898,0
Mingora,2021,1019.5099999999993,11.326739726027407,61.87468493150684,2.17,11.326739726027407,30.93734246575342,1000,1,-0.333,-0.216,Mingora_2021.tif,555.7720067528528,1.0,0
Mingora,2022,996.6500000000001,11.847095890410968,62.956246575342455,2.17,11.847095890410968,31.478123287671227,1000,1,0.032,0.021,Mingora_2022.tif,300.71735556380696,0.6014347111276139,0
Mingora,2023,992.4600000000004,11.582931506849311,64.92471232876713,2.18,11.582931506849311,32.462356164383564,1000,1,-0.193,-0.125,Mingora_2023.tif,234.46587180340262,0.46893174360680523,0
Saidu Sharif,2021,1019.5099999999993,11.326739726027407,61.87468493150684,2.17,11.326739726027407,30.93734246575342,1000,1,-0.166,-0.108,Saidu_Sharif_2021.tif,319.4270606263052,0.6388541212526104,0
Saidu Sharif,2022,996.6500000000001,11.847095890410968,62.956246575342455,2.17,11.847095890410968,31.478123287671227,1000,1,-0.059,-0.038,Saidu_Sharif_2022.tif,289.56407323585705,0.5791281464717141,0
Saidu Sharif,2023,992.4600000000004,11.582931506849311,64.92471232876713,2.18,11.582931506849311,32.462356164383564,1000,1,-0.193,-0.125,Saidu_Sharif_2023.tif,448.72736652757607,0.8974547330551521,0
Kalam,2021,586.6499999999995,0.5522465753424648,64.900301369863,2.93,0.5522465753424648,32.4501506849315,1000,1,-0.063,-0.041,Kalam_2021.tif,256.22992974594035,0.5124598594918807,0
Kalam,2022,647.83,1.1589863013698622,68.0025753424657,2.63,1.1589863013698622,34.00128767123285,1000,1,0.208,0.135,Kalam_2022.tif,435.6397179749819,0.8712794359499638,0
Kalam,2023,608.03,1.147534246575343,67.80320547945205,3.16,1.147534246575343,33.90160273972602,1000,1,-0.461,-0.3,Kalam_2023.tif,56.70103602743859,0.11340207205487718,0
Ushu,2021,586.6499999999995,0.5522465753424648,64.900301369863,2.93,0.5522465753424648,32.4501506849315,1000,1,-0.373,-0.242,Ushu_2021.tif,474.11951831208125,0.9482390366241625,0
Ushu,2022,647.83,1.1589863013698622,68.0025753424657,2.63,1.1589863013698622,34.00128767123285,1000,1,0.035,0.023,Ushu_2022.tif,444.18934388529215,0.8883786877705843,0
Ushu,2023,608.03,1.147534246575343,67.80320547945205,3.16,1.147534246575343,33.90160273972602,1000,1,-0.426,-0.277,Ushu_2023.tif,378.8371225272593,0.7576742450545185,0
Bahrain,2021,1019.5099999999993,11.326739726027407,61.87468493150684,2.17,11.326739726027407,30.93734246575342,1000,1,-0.031,-0.02,Bahrain_2021.tif,589.265765734708,1.0,0
Bahrain,2022,996.6500000000001,11.847095890410968,62.956246575342455,2.17,11.847095890410968,31.478123287671227,1000,1,0.248,0.161,Bahrain_2022.tif,239.8525360866698,0.4797050721733396,0
Bahrain,2023,992.4600000000004,11.582931506849311,64.92471232876713,2.18,11.582931506849311,32.462356164383564,1000,1,-0.118,-0.077,Bahrain_2023.tif,227.3991836231731,0.45479836724634615,0
Madyan,2021,1019.5099999999993,11.326739726027407,61.87468493150684,2.17,11.326739726027407,30.93734246575342,1000,1,0.09,0.058,Madyan_2021.tif,329.4184798281498,0.6588369596562996,0
Madyan,2022,996.6500000000001,11.847095890410968,62.956246575342455,2.17,11.847095890410968,31.478123287671227,1000,1,0.114,0.074,Madyan_2022.tif,494.7009097116542,0.9894018194233084,0
Madyan,2023,992.4600000000004,11.582931506849311,64.92471232876713,2.18,11.582931506849311,32.462356164383564,1000,1,0.017,0.011,Madyan_2023.tif,575.274710318211,1.0,0
Swat,2021,1019.5099999999993,11.326739726027407,61.87468493150684,2.17,11.326739726027407,30.93734246575342,1000,1,-0.235,-0.153,Swat_2021.tif,453.73054503722506,0.9074610900744501,0
Swat,2022,996.6500000000001,11.847095890410968,62.956246575342455,2.17,11.847095890410968,31.478123287671227,1000,1,0.013,0.008,Swat_2022.tif,473.3689744574522,0.9467379489149045,0
Swat,2023,992.4600000000004,11.582931506849311,64.92471232876713,2.18,11.582931506849311,32.462356164383564,1000,1,0.223,0.145,Swat_2023.tif,488.3834643102022,0.9767669286204044,0
Swat–Malakand Forest Belt,2021,1019.5099999999993,11.326739726027407,61.87468493150684,2.17,11.326739726027407,30.93734246575342,1000,1,0.114,0.074,Swat_Malakand_Forest_Belt_2021.tif,119.89424320644967,0.23978848641289935,0
Swat–Malakand Forest Belt,2022,996.6500000000001,11.847095890410968,62.956246575342455,2.17,11.847095890410968,31.478123287671227,1000,1,0.055,0.036,Swat_Malakand_Forest_Belt_2022.tif,559.046686332658,1.0,0
Swat–Malakand Forest Belt,2023,992.4600000000004,11.582931506849311,64.92471232876713,2.18,11.582931506849311,32.462356164383564,1000,1,0.38,0.247,Swat_Malakand_Forest_Belt_2023.tif,69.89538467036527,0.13979076934073054,0
Dir,2021,929.3299999999998,13.808684931506859,58.579753424657525,3.16,13.808684931506859,29.289876712328763,1000,1,0.186,0.121,Dir_2021.tif,375.83552639287836,0.7516710527857567,0
Dir,2022,977.7099999999995,14.210575342465745,59.99197260273969,2.67,14.210575342465745,29.995986301369847,1000,1,0.297,0.193,Dir_2022.tif,388.86695437372447,0.777733908747449,0
Dir,2023,908.6099999999999,13.895123287671234,61.61424657534248,2.05,13.895123287671234,30.80712328767124,1000,1,-0.287,-0.187,Dir_2023.tif,107.29308420944818,0.21458616841889636,0
Chitral,2021,346.39999999999986,-0.8395616438356188,60.70169863013702,2.12,-0.8395616438356188,30.35084931506851,1000,1,-0.458,-0.298,Chitral_2021.tif,505.04454584142394,1.0,0
Chitral,2022,452.89999999999986,0.16621917808219133,62.6071780821918,2.82,0.16621917808219133,31.3035890410959,1000,1,-0.258,-0.168,Chitral_2022.tif,340.1210605083189,0.6802421210166378,0
Chitral,2023,369.33999999999975,0.2904657534246581,60.531589041095806,2.08,0.2904657534246581,30.265794520547903,1000,1,-0.048,-0.031,Chitral_2023.tif,360.151163598431,0.720302327196862,0
Daggar (Buner),2021,1487.2499999999998,19.07545205479452,56.15227397260276,2.71,19.07545205479452,28.07613698630138,1000,1,0.427,0.278,Daggar__Buner__2021.tif,184.55280020083066,0.3691056004016613,0
Daggar (Buner),2022,1332.83,19.44854794520547,57.83819178082194,2.26,19.44854794520547,28.91909589041097,1000,1,-0.096,-0.062,Daggar__Buner__2022.tif,246.7120643304681,0.4934241286609362,0
Daggar (Buner),2023,1355.9099999999994,19.00923287671233,60.047945205479515,2.68,19.00923287671233,30.023972602739757,1000,1,-0.262,-0.17,Daggar__Buner__2023.tif,215.4316294986342,0.4308632589972684,0
Alpuri (Shangla),2021,1019.5099999999993,11.326739726027407,61.87468493150684,2.17,11.326739726027407,30.93734246575342,1000,1,0.083,0.054,Alpuri__Shangla__2021.tif,158.66132235058956,0.3173226447011791,0
Alpuri (Shangla),2022,996.6500000000001,11.847095890410968,62.956246575342455,2.17,11.847095890410968,31.478123287671227,1000,1,-0.112,-0.073,Alpuri__Shangla__2022.tif,330.8196411879627,0.6616392823759254,0
Alpuri (Shangla),2023,992.4600000000004,11.582931506849311,64.92471232876713,2.18,11.582931506849311,32.462356164383564,1000,1,0.116,0.075,Alpuri__Shangla__2023.tif,264.9718308831391,0.5299436617662782,0
Dassu,2021,626.0099999999994,3.698219178082193,62.5835890410959,2.91,3.698219178082193,31.29179452054795,1000,1,-0.338,-0.22,Dassu_2021.tif,470.20185749287606,0.9404037149857521,0
Dassu,2022,697.9999999999999,4.431726027397257,65.05687671232877,2.63,4.431726027397257,32.528438356164386,1000,1,0.227,0.148,Dassu_2022.tif,248.4137398225162,0.4968274796450324,0
Dassu,2023,654.1999999999996,4.483561643835617,64.45243835616436,2.59,4.483561643835617,32.22621917808218,1000,1,0.061,0.04,Dassu_2023.tif,272.267170170005,0.54453434034001,0
Pattan,2021,1037.8299999999997,8.221013698630134,66.76008219178088,3.32,8.221013698630134,33.38004109589044,1000,1,0.337,0.219,Pattan_2021.tif,76.4913669206378,0.15298273384127561,0
Pattan,2022,1028.0500000000002,8.95654794520548,67.09526027397263,2.45,8.95654794520548,33.547630136986314,1000,1,0.307,0.2,Pattan_2022.tif,248.23627881536652,0.49647255763073306,0
Pattan,2023,1020.3699999999989,8.502383561643837,70.22917808219178,2.79,8.502383561643837,35.11458904109589,1000,1,-0.406,-0.264,Pattan_2023.tif,383.2167159494958,0.7664334318989916,0
Besham,2021,1037.8299999999997,8.221013698630134,66.76008219178088,3.32,8.221013698630134,33.38004109589044,1000,1,-0.082,-0.053,Besham_2021.tif,171.7190583019265,0.34343811660385304,0
Besham,2022,1028.0500000000002,8.95654794520548,67.09526027397263,2.45,8.95654794520548,33.547630136986314,1000,1,-0.079,-0.051,Besham_2022.tif,474.4155090894681,0.9488310181789362,0
Besham,2023,1020.3699999999989,8.502383561643837,70.22917808219178,2.79,8.502383561643837,35.11458904109589,1000,1,-0.15,-0.098,Besham_2023.tif,490.35357719476207,0.9807071543895242,0
Palas Valley settlements,2021,1037.8299999999997,8.221013698630134,66.76008219178088,3.32,8.221013698630134,33.38004109589044,1000,1,0.219,0.142,Palas_Valley_settlements_2021.tif,61.7103664745993,0.1234207329491986,0
Palas Valley settlements,2022,1028.0500000000002,8.95654794520548,67.09526027397263,2.45,8.95654794520548,33.547630136986314,1000,1,-0.505,-0.328,Palas_Valley_settlements_2022.tif,447.7897889363759,0.8955795778727518,0
Palas Valley settlements,2023,1020.3699999999989,8.502383561643837,70.22917808219178,2.79,8.502383561643837,35.11458904109589,1000,1,-0.072,-0.047,Palas_Valley_settlements_2023.tif,122.00129361201965,0.2440025872240393,0
